original_feature,feature_name,coefficient,abs_coefficient,p_value,confint_lb,confint_ub,pseudo_r2,individual_auc,individual_log_loss
medical_specialty,medical_specialty_Surgery-Maxillofacial,6.921568253911188e-05,6.921568253911188e-05,0.9999188232515979,-1.3333483159562722,1.3334867473213503,0.0,0.5,0.6931471805599453
medical_specialty,medical_specialty_Surgery-Neuro,-0.1188343502441758,0.1188343502441758,0.347306409345278,-0.366659987146031,0.12899128665767937,0.00020787933855448415,0.5010572153474292,0.6930030895825295
medical_specialty,medical_specialty_Surgery-Pediatric,-9.07595662914915e-05,9.07595662914915e-05,0.999949963838825,-2.836714517103356,2.836532997970773,0.0,0.5,0.6931471805599453
medical_specialty,medical_specialty_Surgery-Plastic,3.263594629744514e-05,3.263594629744514e-05,0.9999271460185111,-0.7005126665720907,0.7005779384646855,0.0,0.5,0.6931471805599453
medical_specialty,medical_specialty_Surgery-PlasticwithinHeadandNeck,3.2145964263155215e-05,3.2145964263155215e-05,0.9999905533239479,-5.321549651005848,5.321613942934374,0.0,0.5,0.6931471805599453
medical_specialty,medical_specialty_Surgery-Thoracic,-6.393027469657647e-05,6.393027469657647e-05,0.999787438378231,-0.4704072905448704,0.4702794299954772,0.0,0.5,0.6931471805599453
medical_specialty,medical_specialty_Surgery-Vascular,-0.0053501720930704405,0.0053501720930704405,0.9586989716955612,-0.20784135083195088,0.19714100664581002,5.848161833177379e-05,0.5006796856910791,0.693106644191084
medical_specialty,medical_specialty_SurgicalSpecialty,1.4846509023305196e-05,1.4846509023305196e-05,0.9999800319033427,-1.1627207902514463,1.1627504832694928,0.0,0.5,0.6931471805599453
medical_specialty,medical_specialty_Urology,0.11669009250852584,0.11669009250852584,0.24128006207359065,-0.0784894900847646,0.3118696751018163,0.0,0.5,0.6931471805599453
max_glu_serum,max_glu_serum_>200,0.09575500481635688,0.09575500481635688,0.1701634884244254,-0.04106821777624253,0.23257822740895628,9.895262341741429e-06,0.5004542998798187,0.6931403216867522
max_glu_serum,max_glu_serum_>300,0.04397021189133762,0.04397021189133762,0.5423099243926308,-0.09746686123842674,0.185407285021102,5.8106357213261184e-05,0.5010139268156131,0.6931069043022703
max_glu_serum,max_glu_serum_Norm,0.12946414005721696,0.12946414005721696,0.025532168674564648,0.01584334238341452,0.2430849377310194,1.5248436965320522e-06,0.5002291162082995,0.6931461236188362
A1Cresult,A1Cresult_>7,-0.05783756363185062,0.05783756363185062,0.14975978762766862,-0.13653910345997694,0.020863976196275683,5.62339527064859e-05,0.5016492397708103,0.693108202154175
A1Cresult,A1Cresult_>8,-0.15109332588060073,0.15109332588060073,4.464684519867035e-07,-0.20975376764818643,-0.09243288411301503,0.0003884478501842148,0.5061474829926973,0.6928779290277955
A1Cresult,A1Cresult_Norm,-0.07005531091515793,0.07005531091515793,0.05036649317454578,-0.14022252803229074,0.00011190620197487622,0.00018444331399947167,0.503348025217239,0.6930193341968734
race,race_AfricanAmerican,0.00113833611017965,0.00113833611017965,0.9989258841373987,-1.656205274451886,1.6584819466722451,2.013883735640931e-05,0.5020781864267452,0.6931332213816119
race,race_Hispanic,-0.12201769155305432,0.12201769155305432,0.9567734594767789,-4.534195568048697,4.2901601849425886,1.078604680404549e-05,0.5005404389740122,0.6931397042420137
race,race_Other,-0.014629445963994507,0.014629445963994507,0.9932663876792369,-3.412195602855732,3.3829367109277433,0.00011890652881563213,0.5014831880989922,0.6930647608347466
race,race_Asian,-0.0706129629625568,0.0706129629625568,0.9724472613024568,-4.077680159873741,3.9364542339486275,0.0,0.5,0.6931471805599453
gender,gender_Male,0.001916706790543423,0.001916706790543423,0.9970220061238879,-1.0046073976060135,1.0084408111871004,8.361354848496205e-07,0.5005368739640338,0.6931466009949914
age,age_[10-20),-0.32605023452028836,0.32605023452028836,0.4186709295534714,-1.116244296864973,0.4641438278243962,0.0005382574846759525,0.5019561123994967,0.6927740889020269
age,age_[20-30),0.14199912279045082,0.14199912279045082,0.7150842252247536,-0.6204353774529359,0.9044336230338375,9.532307792081696e-05,0.5014855708977578,0.6930811076372422
age,age_[30-40),0.022816984424761214,0.022816984424761214,0.9527524949013295,-0.7319599484190207,0.7775939172685431,0.0,0.5,0.6931471805599453
age,age_[40-50),-0.07675920084798916,0.07675920084798916,0.841156392174963,-0.8274384642216737,0.6739200625256954,0.00011731073282550408,0.5036868083604996,0.6930658669562378
age,age_[50-60),-0.08505488364809596,0.08505488364809596,0.8239029938360265,-0.8342036312201374,0.6640938639239454,0.0007601563845122117,0.5119256076749397,0.692620280305236
age,age_[60-70),-3.192255391714182e-05,3.192255391714182e-05,0.999933316157948,-0.7486672575319856,0.7486034124241513,0.0,0.5,0.6931471805599453
age,age_[70-80),0.07846824730750422,0.07846824730750422,0.8371699614265211,-0.669880621895585,0.8268171165105934,0.0002100730779514004,0.5074809835507255,0.6930015689982517
age,age_[80-90),0.11453968669135631,0.11453968669135631,0.7643147862865265,-0.6342315233491149,0.8633108967318275,0.00040592092178848294,0.5090257660789913,0.6928658176174773
age,age_[90-100),0.041956889178891545,0.041956889178891545,0.9133343626384107,-0.7136448683589427,0.7975586467167257,3.0937642450101777e-06,0.5003405074565063,0.6931450361259816
race x gender,race_AfricanAmerican x gender_Male,0.05116348695906644,0.05116348695906644,0.20116836458094745,-0.027288185235689426,0.1296151591538223,6.177742429513966e-05,0.5024582887707086,0.6931043597124729
race x gender,race_Hispanic x gender_Male,0.18774934082275552,0.18774934082275552,0.08391635467939196,-0.02515432864923428,0.4006530102947453,4.761070341330331e-05,0.5008054809271967,0.6931141793351099
race x gender,race_Other x gender_Male,-0.09524434041035147,0.09524434041035147,0.47175306452714194,-0.3546519390654783,0.1641632582447754,0.00011172376011037155,0.5010010817538869,0.6930697395506232
race x gender,race_Asian x gender_Male,0.1399775433459774,0.1399775433459774,0.4739963727112788,-0.2432024606817405,0.5231575473736954,6.450265402013766e-05,0.500568361822786,0.6931024707271726
race x age,race_AfricanAmerican x age_[10-20),0.001264956695101449,0.001264956695101449,0.9988491577936305,-1.717644629272595,1.7201745426627981,8.282460932029778e-05,0.5004491116264653,0.6930897709155139
race x age,race_AfricanAmerican x age_[20-30),0.00013754845438219537,0.00013754845438219537,0.9998716617809589,-1.6759357663035754,1.6762108632123398,6.109756674810285e-06,0.500216136386746,0.6931429455993322
race x age,race_AfricanAmerican x age_[30-40),0.036336610380671784,0.036336610380671784,0.965884181113565,-1.6287986608607734,1.7014718816221168,5.7359697132053356e-06,0.5003151450444523,0.6931432046887108
race x age,race_AfricanAmerican x age_[40-50),0.04961236887448774,0.04961236887448774,0.953303656029505,-1.6109386995499124,1.710163437298888,1.1130281618698668e-05,0.5006448625265998,0.6931394656366224
race x age,race_AfricanAmerican x age_[50-60),-0.0850307661756573,0.0850307661756573,0.9199941202733595,-1.744303389381929,1.5742418570306145,0.00014039081078187632,0.5027273030760768,0.6930498690652753
race x age,race_AfricanAmerican x age_[60-70),0.00010719236495158966,0.00010719236495158966,0.9998989524834294,-1.6588359987388464,1.6590503834687496,3.297378943500906e-05,0.5013689056399439,0.693124324870766
race x age,race_AfricanAmerican x age_[70-80),7.58277800743832e-05,7.58277800743832e-05,0.9999285234152742,-1.6589679855075585,1.6591196410677072,8.169913129107975e-05,0.5020525085541863,0.6930905510374367
